"X","scenario","SOCs.soc","Temperatures.temp_mean","Powers.power_bat"
115,"rangecert",97.7,64,NA
116,"rangecert",97.7,63.9,-2.02195
117,"rangecert",97.7,63.9,-1.53145
118,"rangecert",97.7,63.9,-1.57505
119,"rangecert",97.7,63.9,-1.6241
120,"rangecert",97.7,63.9,NA
121,"rangecert",97.7,63.9,-24.4705
122,"rangecert",97.7,63.9,43.055
123,"rangecert",97.7,63.9,-2.03285
124,"rangecert",97.7,63.9,-1.53145
125,"rangecert",97.7,63.9,-1.5696
126,"rangecert",97.7,63.9,-1.6241
127,"rangecert",97.7,63.9,-23.4895
128,"rangecert",97.7,63.9,NA
129,"rangecert",97.7,63.8,NA
130,"rangecert",97.6,63.8,-37.314
131,"rangecert",97.6,63.8,-45.576
132,"rangecert",97.6,63.8,-46.116
133,"rangecert",97.6,63.8,-46.17
134,"rangecert",97.6,63.8,-46.17
135,"rangecert",97.6,63.8,NA
136,"rangecert",97.6,63.8,-2.76315
137,"rangecert",97.6,63.8,-1.69495
138,"rangecert",97.6,63.8,-1.526
139,"rangecert",97.6,63.8,-1.59685
140,"rangecert",97.6,63.8,-1.62955
141,"rangecert",97.6,63.8,-74.665
142,"rangecert",97.6,63.7,-125.28
143,"rangecert",97.6,63.7,NA
144,"rangecert",97.5,63.7,-132.84
145,"rangecert",97.5,63.7,NA
146,"rangecert",97.4,63.7,-59.4
147,"rangecert",97.4,63.7,-63.18
148,"rangecert",97.4,63.7,-68.58
149,"rangecert",97.4,63.7,NA
150,"rangecert",97.4,63.7,-55.59
151,"rangecert",97.4,63.7,-48.492
152,"rangecert",97.4,63.7,-46.494
153,"rangecert",97.4,63.7,NA
154,"rangecert",97.4,63.7,NA
155,"rangecert",97.4,63.7,-2.0274
156,"rangecert",97.4,63.6,-1.5369
157,"rangecert",97.4,63.6,-1.5805
158,"rangecert",97.4,63.6,-1.62955
159,"rangecert",97.4,63.6,-1.64045
160,"rangecert",97.4,63.6,-1.64045
161,"rangecert",97.4,63.6,-124.2
162,"rangecert",97.4,63.6,NA
163,"rangecert",97.4,63.6,NA
164,"rangecert",97.3,63.6,NA
165,"rangecert",97.3,63.6,NA
166,"rangecert",97.2,63.6,NA
167,"rangecert",97.2,63.6,NA
168,"rangecert",97.1,63.6,NA
169,"rangecert",97.1,63.6,-75.6
170,"rangecert",97,63.6,-109.62
171,"rangecert",97,63.6,-110.16
172,"rangecert",97,63.6,-110.16
173,"rangecert",97,63.6,-110.16
174,"rangecert",97,63.5,-110.16
175,"rangecert",96.9,63.5,-110.16
176,"rangecert",96.9,63.5,-110.16
177,"rangecert",96.9,63.5,-110.16
178,"rangecert",96.9,63.5,-110.16
179,"rangecert",96.9,63.5,NA
180,"rangecert",96.9,63.5,-22.086
181,"rangecert",96.9,63.5,-78.3
182,"rangecert",96.9,63.5,-66.42
183,"rangecert",96.9,63.5,-66.96
184,"rangecert",96.9,63.5,-66.96
185,"rangecert",96.9,63.5,-66.96
186,"rangecert",96.8,63.5,-66.96
187,"rangecert",96.8,63.5,-66.96
188,"rangecert",96.8,63.5,-66.96
189,"rangecert",96.8,63.4,-66.96
190,"rangecert",96.8,63.4,-66.96
191,"rangecert",96.8,63.4,-66.96
192,"rangecert",96.8,63.4,-66.96
193,"rangecert",96.7,63.4,-66.96
194,"rangecert",96.7,63.4,NA
195,"rangecert",96.6,63.4,NA
196,"rangecert",96.6,63.4,NA
197,"rangecert",NA,63.4,-72.9
198,"rangecert",NA,63.4,-109.62
199,"rangecert",NA,63.4,-110.7
200,"rangecert",NA,63.4,-110.7
201,"rangecert",NA,63.4,-110.7
202,"rangecert",NA,63.4,-110.7
203,"rangecert",NA,63.4,-110.7
204,"rangecert",NA,63.4,-110.7
205,"rangecert",NA,63.4,-110.7
206,"rangecert",NA,63.4,-110.7
207,"rangecert",NA,63.4,NA
208,"rangecert",NA,63.4,NA
209,"rangecert",NA,63.4,NA
210,"rangecert",NA,63.4,NA
211,"rangecert",NA,63.4,NA
212,"rangecert",NA,63.4,NA
213,"rangecert",NA,63.4,NA
214,"rangecert",NA,63.4,NA
215,"rangecert",NA,63.4,NA
216,"rangecert",NA,63.4,NA
217,"rangecert",NA,63.4,NA
218,"rangecert",NA,63.4,NA
219,"rangecert",NA,63.4,NA
220,"rangecert",NA,63.4,NA
221,"rangecert",NA,63.4,NA
222,"rangecert",NA,63.4,NA
223,"rangecert",NA,63.4,NA
224,"rangecert",NA,63.5,NA
225,"rangecert",NA,63.5,NA
226,"rangecert",NA,63.5,NA
227,"rangecert",NA,63.5,NA
228,"rangecert",NA,63.5,NA
229,"rangecert",NA,63.5,NA
230,"rangecert",NA,63.5,NA
231,"rangecert",NA,63.5,NA
232,"rangecert",NA,63.5,-2.5218
233,"rangecert",NA,63.5,-1.6416
234,"rangecert",NA,63.5,-1.5984
235,"rangecert",NA,63.4,-1.6578
236,"rangecert",NA,63.4,-1.6794
