,SOCs.soc,TemperaturesCells.cell_21,TemperaturesCells.cell_20,TemperaturesCells.cell_23,TemperaturesCells.cell_22,TemperaturesCells.cell_25,TemperaturesCells.cell_24,TemperaturesCells.cell_27,TemperaturesCells.cell_26,TemperaturesCells.cell_29,TemperaturesCells.cell_28,TemperaturesCells.cell_89,TemperaturesCells.cell_88,TemperaturesCells.cell_87,TemperaturesCells.cell_86,TemperaturesCells.cell_85,TemperaturesCells.cell_84,TemperaturesCells.cell_83,TemperaturesCells.cell_82,TemperaturesCells.cell_81,TemperaturesCells.cell_80,TemperaturesCells.cell_32,TemperaturesCells.cell_33,TemperaturesCells.cell_30,TemperaturesCells.cell_31,TemperaturesCells.cell_36,TemperaturesCells.cell_37,TemperaturesCells.cell_34,TemperaturesCells.cell_35,TemperaturesCells.cell_38,TemperaturesCells.cell_39,TemperaturesCells.cell_90,TemperaturesCells.cell_91,TemperaturesCells.cell_92,TemperaturesCells.cell_93,TemperaturesCells.cell_94,TemperaturesCells.cell_95,TemperaturesCells.cell_96,TemperaturesCells.cell_97,TemperaturesCells.cell_98,TemperaturesCells.cell_99,TemperaturesCells.cell_100,TemperaturesCells.cell_18,TemperaturesCells.cell_19,TemperaturesCells.cell_10,TemperaturesCells.cell_11,TemperaturesCells.cell_12,TemperaturesCells.cell_13,TemperaturesCells.cell_14,TemperaturesCells.cell_15,TemperaturesCells.cell_16,TemperaturesCells.cell_17,TemperaturesCells.cell_69,TemperaturesCells.cell_68,TemperaturesCells.cell_65,TemperaturesCells.cell_64,TemperaturesCells.cell_67,TemperaturesCells.cell_66,TemperaturesCells.cell_61,TemperaturesCells.cell_60,TemperaturesCells.cell_63,TemperaturesCells.cell_62,TemperaturesCells.cell_2,TemperaturesCells.cell_3,TemperaturesCells.cell_1,TemperaturesCells.cell_6,TemperaturesCells.cell_7,TemperaturesCells.cell_4,TemperaturesCells.cell_5,TemperaturesCells.cell_8,TemperaturesCells.cell_9,TemperaturesCells.cell_78,TemperaturesCells.cell_79,TemperaturesCells.cell_76,TemperaturesCells.cell_77,TemperaturesCells.cell_74,TemperaturesCells.cell_75,TemperaturesCells.cell_72,TemperaturesCells.cell_73,TemperaturesCells.cell_70,TemperaturesCells.cell_71,TemperaturesCells.cell_43,TemperaturesCells.cell_42,TemperaturesCells.cell_41,TemperaturesCells.cell_40,TemperaturesCells.cell_47,TemperaturesCells.cell_46,TemperaturesCells.cell_45,TemperaturesCells.cell_44,TemperaturesCells.cell_49,TemperaturesCells.cell_48,TemperaturesCells.cell_54,TemperaturesCells.cell_55,TemperaturesCells.cell_56,TemperaturesCells.cell_57,TemperaturesCells.cell_50,TemperaturesCells.cell_51,TemperaturesCells.cell_52,TemperaturesCells.cell_53,TemperaturesCells.cell_58,TemperaturesCells.cell_59,Voltages.voltage_max,Voltages.voltage_bat,Voltages.voltage_oc,Voltages.voltage_min,Currents.current_max,Currents.current_min,Currents.current_bat,Temperatures.temp_min,Temperatures.temp_mean,Temperatures.temp_outlet,Temperatures.temp_max,Powers.power_loss,Powers.power_bat,Efficiencies.efficiency,TemperaturesCells.cells_0,TemperaturesCells.cells_1,TemperaturesCells.cells_2,TemperaturesCells.cells_3,TemperaturesCells.cells_4,TemperaturesCells.cells_5,TemperaturesCells.cells_6,TemperaturesCells.cells_7,TemperaturesCells.cells_8,TemperaturesCells.cells_9
179.0,45.7,70.8,70.9,70.8,70.9,70.8,70.8,70.8,70.8,70.8,70.8,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.7,70.8,70.8,70.8,70.7,70.7,70.8,70.8,70.8,70.8,70.8,70.8,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.8,69.9,70.9,70.8,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.8,70.9,70.9,70.9,71.0,70.9,70.9,70.9,71.0,71.0,71.0,70.6,70.7,69.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.8,70.8,70.8,70.8,70.9,70.9,70.8,70.8,70.8,70.9,71.0,71.0,71.0,71.0,69.8,69.9,70.7,70.8,71.0,70.9,1070.0,,938.0,682.0,1780.0,-3270.0,750.0,74.7,70.5,49.7,78.0,,,,70.75,70.85,70.88,70.9,70.9,70.9,70.9,70.89,70.89,70.88
180.0,45.8,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,70.8,70.8,70.9,70.9,70.7,70.7,70.9,70.9,70.9,70.9,70.9,70.9,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,70.9,70.0,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,70.7,70.8,69.9,71.0,70.9,70.9,70.9,71.0,70.9,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.8,70.9,71.0,71.0,71.1,71.0,69.9,70.0,70.8,70.9,71.0,71.0,1070.0,,938.0,682.0,1730.0,-3270.0,745.0,74.7,70.6,50.5,78.1,,,,70.79,70.89,70.91,70.92,70.92,70.92,70.91,70.91,70.9,70.9
181.0,46.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,70.9,71.0,71.0,71.0,71.0,71.0,71.0,71.1,71.0,71.0,70.9,70.9,70.9,71.0,70.8,70.8,71.0,70.9,71.0,70.9,70.9,70.9,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,70.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,70.8,70.8,70.0,71.0,71.0,71.0,71.0,71.0,71.0,71.1,71.0,71.1,71.0,71.1,71.1,71.1,71.1,71.1,71.1,71.0,71.0,70.9,70.9,71.0,71.0,71.0,71.0,70.9,71.0,71.1,71.1,71.1,71.1,69.9,70.0,70.8,70.9,71.1,71.1,1070.0,,938.0,682.0,1690.0,-3270.0,710.0,74.8,70.6,50.4,78.2,,,,70.86,70.96,70.98,71.0,71.0,71.0,71.0,71.0,71.0,71.0
182.0,46.1,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,70.9,70.9,71.0,71.0,70.8,70.8,71.0,71.0,71.0,71.0,71.0,71.0,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.0,70.1,71.0,71.0,71.1,71.1,71.1,71.1,71.1,71.0,71.0,71.0,71.1,71.1,71.1,71.2,71.1,71.1,71.1,71.1,71.1,71.2,70.8,70.9,70.0,71.1,71.1,71.0,71.1,71.1,71.0,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.1,71.2,71.2,71.2,71.2,70.0,70.1,70.9,71.0,71.2,71.1,1070.0,,939.0,682.0,1650.0,-3270.0,610.0,74.8,70.7,50.3,78.3,,,,70.92,71.03,71.06,71.08,71.09,71.08,71.07,71.06,71.05,71.05
183.0,46.2,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.0,71.1,71.1,71.1,71.1,71.2,71.1,71.2,71.2,71.1,71.0,71.0,71.0,71.1,70.9,70.9,71.1,71.0,71.1,71.1,71.0,71.0,71.2,71.1,71.2,71.1,71.1,71.1,71.1,71.1,71.1,71.1,70.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,70.9,70.9,70.1,71.1,71.1,71.1,71.1,71.1,71.1,71.2,71.1,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.0,71.1,71.2,71.2,71.2,71.2,70.0,70.1,70.9,71.0,71.2,71.2,1070.0,982.0,939.0,682.0,1630.0,-3270.0,389.5,74.9,70.7,48.9,78.3,40377.0,382.489,51.1192087454,70.96,71.06,71.08,71.1,71.1,71.1,71.1,71.1,71.1,71.1
184.0,46.2,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.0,71.1,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.0,71.0,71.1,71.1,70.9,70.9,71.1,71.1,71.1,71.1,71.1,71.0,71.2,71.2,71.2,71.2,71.2,71.1,71.2,71.1,71.2,71.1,70.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,70.9,70.9,70.1,71.1,71.1,71.1,71.1,71.1,71.1,71.2,71.1,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.0,71.1,71.2,71.2,71.2,71.2,70.0,70.1,70.9,71.0,71.2,71.2,1070.0,973.0,939.0,682.0,1670.0,-3270.0,78.0,74.9,70.7,47.6,78.3,31926.0,75.894,50.8891213389,70.96,71.06,71.08,71.1,71.1,71.1,71.1,71.1,71.1,71.1
185.0,46.2,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.0,71.0,71.1,71.1,70.9,70.9,71.1,71.1,71.1,71.1,71.1,71.1,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.1,71.2,71.1,70.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,70.9,70.9,70.1,71.1,71.1,71.1,71.1,71.1,71.1,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.0,71.1,71.2,71.2,71.2,71.2,70.0,70.1,71.0,71.0,71.2,71.2,1070.0,974.0,939.0,682.0,1720.0,-3270.0,200.5,74.9,70.7,46.1,78.4,32865.0,195.287,50.914793518,70.96,71.06,71.08,71.1,71.1,71.1,71.1,71.1,71.1,71.1
186.0,46.2,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.0,71.0,71.1,71.1,70.9,70.9,71.1,71.1,71.1,71.1,71.1,71.1,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.1,70.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,70.9,71.0,70.1,71.2,71.1,71.1,71.1,71.2,71.1,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.0,71.1,71.2,71.2,71.3,71.2,70.0,70.1,71.0,71.1,71.2,71.2,1070.0,972.0,939.0,682.0,1750.0,-3270.0,73.5,74.9,70.8,45.7,78.4,30987.0,71.442,50.863422292,70.99,71.09,71.11,71.12,71.12,71.12,71.11,71.11,71.1,71.1
187.0,46.3,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.0,71.0,71.1,71.1,70.9,70.9,71.1,71.1,71.1,71.1,71.1,71.1,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.1,70.2,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,70.9,71.0,70.1,71.2,71.2,71.1,71.1,71.2,71.1,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.0,71.2,71.2,71.2,71.3,71.2,70.0,70.2,71.0,71.1,71.2,71.2,1070.0,974.0,939.0,682.0,1790.0,-3270.0,214.0,74.9,70.8,,78.4,32865.0,208.436,50.914793518,71.0,71.1,71.12,71.13,71.13,71.13,71.12,71.11,71.1,71.1
188.0,46.3,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.0,71.0,71.1,71.1,71.0,70.9,71.1,71.1,71.1,71.1,71.1,71.1,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.1,70.2,71.1,71.1,71.2,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.2,71.2,71.2,71.3,71.2,71.2,71.2,71.2,71.2,71.2,70.9,71.0,70.1,71.2,71.2,71.1,71.1,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.1,71.1,71.1,71.1,71.2,71.1,71.1,71.1,71.0,71.2,71.2,71.3,71.3,71.3,70.0,70.2,71.0,71.1,71.3,71.2,1070.0,976.0,939.0,682.0,1810.0,-3270.0,278.5,74.9,70.8,46.0,78.4,34743.0,271.816,50.9660574413,71.02,71.12,71.14,71.15,71.15,71.15,71.14,71.13,71.12,71.11
189.0,46.3,71.1,71.2,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.1,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.0,71.1,71.1,71.1,71.0,70.9,71.1,71.1,71.1,71.1,71.1,71.1,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.1,70.2,71.2,71.1,71.2,71.1,71.1,71.1,71.1,71.1,71.2,71.2,71.2,71.2,71.3,71.3,71.2,71.3,71.2,71.3,71.3,71.3,70.9,71.0,70.1,71.2,71.2,71.1,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.1,71.1,71.1,71.1,71.2,71.2,71.1,71.1,71.1,71.2,71.3,71.3,71.3,71.3,70.0,70.2,71.0,71.1,71.3,71.3,1070.0,979.0,939.0,682.0,1810.0,-3270.0,328.5,74.9,70.8,47.6,78.4,37560.0,321.6015,51.0427528676,71.03,71.13,71.15,71.16,71.16,71.15,71.15,71.15,71.15,71.14
190.0,46.4,71.1,71.2,71.1,71.2,71.1,71.1,71.1,71.1,71.1,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.1,71.1,71.1,71.1,71.0,71.0,71.1,71.1,71.1,71.1,71.1,71.1,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.1,70.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,70.9,71.0,70.1,71.2,71.2,71.2,71.2,71.2,71.2,71.3,71.2,71.3,71.2,71.3,71.2,71.3,71.3,71.3,71.2,71.1,71.1,71.1,71.1,71.2,71.2,71.2,71.2,71.1,71.2,71.3,71.3,71.3,71.3,70.0,70.2,71.0,71.1,71.3,71.3,1070.0,979.0,939.0,682.0,1810.0,-3270.0,336.5,75.0,70.8,49.2,78.4,37560.0,329.4335,51.0427528676,71.04,71.15,71.18,71.2,71.2,71.2,71.2,71.2,71.2,71.2
191.0,46.5,71.2,71.2,71.2,71.2,71.1,71.2,71.2,71.2,71.1,71.2,71.2,71.3,71.2,71.3,71.2,71.2,71.2,71.2,71.1,71.1,71.1,71.1,71.0,71.0,71.2,71.1,71.1,71.1,71.2,71.1,71.3,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,70.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.0,71.0,70.1,71.2,71.2,71.2,71.2,71.2,71.2,71.3,71.2,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.2,71.1,71.1,71.1,71.2,71.2,71.2,71.2,71.1,71.2,71.3,71.3,71.3,71.3,70.0,70.2,71.0,71.1,71.3,71.3,1070.0,979.0,939.0,682.0,1810.0,-3270.0,337.5,75.0,70.8,49.9,78.5,37560.0,330.4125,51.0427528676,71.05,71.16,71.18,71.2,71.2,71.2,71.2,71.2,71.2,71.2
192.0,46.5,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.1,71.1,71.2,71.2,71.0,71.0,71.2,71.2,71.2,71.2,71.2,71.2,71.3,71.3,71.3,71.3,71.3,71.2,71.3,71.3,71.3,71.2,70.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.0,71.0,70.1,71.2,71.2,71.2,71.2,71.2,71.2,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.1,71.2,71.3,71.3,71.3,71.3,70.1,70.2,71.0,71.1,71.3,71.3,1070.0,978.0,940.0,682.0,1810.0,-3270.0,309.0,75.0,70.8,50.3,78.5,35720.0,302.202,50.9906152242,71.05,71.16,71.18,71.2,71.2,71.2,71.2,71.2,71.2,71.2
193.0,46.6,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.1,71.1,71.2,71.2,71.0,71.0,71.2,71.2,71.2,71.2,71.2,71.2,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.2,70.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.0,71.1,70.1,71.3,71.3,71.2,71.2,71.3,71.2,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.1,71.2,71.3,71.3,71.4,71.3,70.1,70.2,71.1,71.2,71.3,71.3,1070.0,981.0,940.0,682.0,1810.0,-3270.0,362.0,75.0,70.9,50.4,78.5,38540.0,355.122,51.0671525247,71.09,71.2,71.22,71.23,71.23,71.23,71.22,71.21,71.2,71.2
194.0,46.6,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.1,71.1,71.2,71.2,71.0,71.0,71.2,71.2,71.2,71.2,71.2,71.2,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.2,70.2,71.2,71.2,71.3,71.2,71.3,71.2,71.3,71.2,71.2,71.2,71.3,71.3,71.3,71.4,71.3,71.3,71.3,71.3,71.3,71.4,71.0,71.1,70.1,71.3,71.3,71.2,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.1,71.3,71.3,71.4,71.4,71.4,70.1,70.2,71.1,71.2,71.4,71.3,1070.0,978.0,940.0,682.0,1810.0,-3270.0,291.0,75.0,70.9,50.1,78.5,35720.0,284.598,50.9906152242,71.12,71.23,71.26,71.27,71.28,71.27,71.26,71.25,71.24,71.23
195.0,46.7,71.2,71.3,71.2,71.3,71.2,71.2,71.2,71.2,71.2,71.2,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.1,71.2,71.2,71.2,71.1,71.1,71.2,71.2,71.2,71.2,71.2,71.2,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.2,70.2,71.3,71.2,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.2,71.3,71.3,71.4,71.4,71.3,71.3,71.4,71.4,71.4,71.4,71.0,71.1,70.1,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.4,71.3,71.3,71.3,71.2,71.2,71.2,71.2,71.3,71.2,71.2,71.2,71.2,71.3,71.4,71.4,71.4,71.4,70.1,70.2,71.1,71.2,71.4,71.4,1070.0,980.0,940.0,682.0,1810.0,-3270.0,342.5,75.0,70.9,49.7,78.6,37600.0,335.65,51.0416666667,71.13,71.25,71.28,71.3,71.3,71.3,71.3,71.29,71.29,71.28
196.0,46.7,71.3,71.3,71.3,71.3,71.2,71.3,71.2,71.3,71.2,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.2,71.2,71.2,71.2,71.1,71.1,71.2,71.2,71.2,71.2,71.2,71.2,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.2,70.2,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.0,71.1,70.1,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.4,71.3,71.4,71.4,71.4,71.4,71.4,71.4,71.2,71.3,71.2,71.2,71.3,71.3,71.3,71.3,71.2,71.3,71.4,71.4,71.4,71.4,70.1,70.2,71.1,71.2,71.4,71.4,1070.0,980.0,940.0,682.0,1810.0,-3270.0,342.5,75.0,70.9,49.4,78.6,37600.0,335.65,51.0416666667,71.13,71.25,71.28,71.3,71.3,71.3,71.3,71.3,71.3,71.3
197.0,46.8,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.2,71.3,71.3,71.4,71.3,71.4,71.3,71.4,71.3,71.3,71.2,71.2,71.2,71.3,71.1,71.1,71.3,71.2,71.3,71.2,71.2,71.2,71.3,71.3,71.4,71.3,71.3,71.3,71.3,71.3,71.3,71.2,70.2,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.0,71.1,70.2,71.3,71.3,71.3,71.3,71.3,71.3,71.4,71.3,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.3,71.3,71.2,71.2,71.3,71.3,71.3,71.3,71.2,71.3,71.4,71.4,71.4,71.4,70.1,70.2,71.1,71.2,71.4,71.4,1070.0,978.0,940.0,682.0,1810.0,-3270.0,316.0,75.0,70.9,49.2,78.6,35720.0,309.048,50.9906152242,71.14,71.25,71.28,71.3,71.3,71.3,71.3,71.3,71.3,71.3
198.0,46.8,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.2,71.3,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.2,71.2,71.3,71.3,71.1,71.1,71.3,71.3,71.3,71.3,71.3,71.2,71.4,71.4,71.4,71.4,71.4,71.3,71.4,71.3,71.4,71.3,70.2,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.1,71.1,70.2,71.3,71.3,71.3,71.3,71.3,71.3,71.4,71.3,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.2,71.3,71.4,71.4,71.4,71.4,70.1,70.2,71.1,71.2,71.4,71.4,1070.0,974.0,940.0,682.0,1810.0,-3270.0,56.0,75.0,70.9,49.1,78.6,31960.0,54.544,50.8881922675,71.15,71.26,71.28,71.3,71.3,71.3,71.3,71.3,71.3,71.3
199.0,46.9,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.2,71.2,71.3,71.3,71.1,71.1,71.3,71.3,71.3,71.3,71.3,71.3,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.3,70.2,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.1,71.2,70.2,71.4,71.3,71.3,71.3,71.3,71.3,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.2,71.3,71.4,71.4,71.5,71.4,70.1,70.2,71.1,71.3,71.4,71.4,1070.0,981.0,940.0,682.0,1810.0,-3270.0,364.5,75.0,71.0,50.3,78.7,38540.0,357.5745,51.0671525247,71.17,71.28,71.3,71.31,71.31,71.31,71.3,71.3,71.3,71.3
200.0,46.9,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.2,71.2,71.3,71.3,71.1,71.1,71.3,71.3,71.3,71.3,71.3,71.3,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.3,70.3,71.3,71.3,71.4,71.3,71.4,71.4,71.4,71.3,71.3,71.3,71.4,71.4,71.4,71.5,71.4,71.4,71.4,71.5,71.4,71.5,71.1,71.2,70.2,71.4,71.4,71.3,71.4,71.4,71.3,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.2,71.3,71.5,71.5,71.5,71.5,70.1,70.3,71.2,71.3,71.5,71.4,1070.0,981.0,940.0,682.0,1810.0,-3270.0,366.0,75.0,71.0,50.0,78.7,38540.0,359.046,51.0671525247,71.21,71.32,71.35,71.37,71.38,71.37,71.36,71.35,71.34,71.34
201.0,47.0,71.4,71.4,71.3,71.4,71.3,71.4,71.3,71.3,71.3,71.3,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.2,71.3,71.3,71.3,71.2,71.2,71.3,71.3,71.3,71.3,71.3,71.3,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.3,70.3,71.4,71.3,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.3,71.4,71.4,71.5,71.5,71.4,71.5,71.5,71.5,71.5,71.5,71.1,71.2,70.2,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.5,71.4,71.5,71.4,71.5,71.4,71.3,71.3,71.3,71.3,71.4,71.3,71.3,71.3,71.2,71.4,71.5,71.5,71.5,71.5,70.1,70.3,71.2,71.3,71.5,71.5,1070.0,981.0,,682.0,1810.0,-3270.0,366.5,75.0,71.0,50.0,78.7,,359.5365,,71.23,71.35,71.38,71.4,71.4,71.4,71.4,71.39,71.39,71.38
202.0,47.1,71.4,71.4,71.4,71.4,71.4,71.4,71.3,71.4,71.3,71.3,71.4,71.4,71.4,71.4,71.4,71.5,71.4,71.4,71.3,71.3,71.3,71.4,71.2,71.2,71.3,71.3,71.4,71.3,71.3,71.3,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.3,70.3,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.1,71.2,70.2,71.4,71.4,71.4,71.4,71.4,71.4,71.5,71.4,71.5,71.4,71.5,71.5,71.5,71.5,71.5,71.5,71.4,71.4,71.3,71.3,71.4,71.4,71.4,71.4,71.3,71.4,71.5,71.5,71.5,71.5,70.2,70.3,71.2,71.3,71.5,71.5,1070.0,981.0,,682.0,1810.0,-3270.0,366.0,75.0,71.0,50.0,78.8,,359.046,,71.23,71.35,71.38,71.4,71.4,71.4,71.4,71.4,71.4,71.4
