,SOCs.soc,TemperaturesCells.cell_21,TemperaturesCells.cell_20,TemperaturesCells.cell_23,TemperaturesCells.cell_22,TemperaturesCells.cell_25,TemperaturesCells.cell_24,TemperaturesCells.cell_27,TemperaturesCells.cell_26,TemperaturesCells.cell_29,TemperaturesCells.cell_28,TemperaturesCells.cell_89,TemperaturesCells.cell_88,TemperaturesCells.cell_87,TemperaturesCells.cell_86,TemperaturesCells.cell_85,TemperaturesCells.cell_84,TemperaturesCells.cell_83,TemperaturesCells.cell_82,TemperaturesCells.cell_81,TemperaturesCells.cell_80,TemperaturesCells.cell_32,TemperaturesCells.cell_33,TemperaturesCells.cell_30,TemperaturesCells.cell_31,TemperaturesCells.cell_36,TemperaturesCells.cell_37,TemperaturesCells.cell_34,TemperaturesCells.cell_35,TemperaturesCells.cell_38,TemperaturesCells.cell_39,TemperaturesCells.cell_90,TemperaturesCells.cell_91,TemperaturesCells.cell_92,TemperaturesCells.cell_93,TemperaturesCells.cell_94,TemperaturesCells.cell_95,TemperaturesCells.cell_96,TemperaturesCells.cell_97,TemperaturesCells.cell_98,TemperaturesCells.cell_99,TemperaturesCells.cell_100,TemperaturesCells.cell_18,TemperaturesCells.cell_19,TemperaturesCells.cell_10,TemperaturesCells.cell_11,TemperaturesCells.cell_12,TemperaturesCells.cell_13,TemperaturesCells.cell_14,TemperaturesCells.cell_15,TemperaturesCells.cell_16,TemperaturesCells.cell_17,TemperaturesCells.cell_69,TemperaturesCells.cell_68,TemperaturesCells.cell_65,TemperaturesCells.cell_64,TemperaturesCells.cell_67,TemperaturesCells.cell_66,TemperaturesCells.cell_61,TemperaturesCells.cell_60,TemperaturesCells.cell_63,TemperaturesCells.cell_62,TemperaturesCells.cell_2,TemperaturesCells.cell_3,TemperaturesCells.cell_1,TemperaturesCells.cell_6,TemperaturesCells.cell_7,TemperaturesCells.cell_4,TemperaturesCells.cell_5,TemperaturesCells.cell_8,TemperaturesCells.cell_9,TemperaturesCells.cell_78,TemperaturesCells.cell_79,TemperaturesCells.cell_76,TemperaturesCells.cell_77,TemperaturesCells.cell_74,TemperaturesCells.cell_75,TemperaturesCells.cell_72,TemperaturesCells.cell_73,TemperaturesCells.cell_70,TemperaturesCells.cell_71,TemperaturesCells.cell_43,TemperaturesCells.cell_42,TemperaturesCells.cell_41,TemperaturesCells.cell_40,TemperaturesCells.cell_47,TemperaturesCells.cell_46,TemperaturesCells.cell_45,TemperaturesCells.cell_44,TemperaturesCells.cell_49,TemperaturesCells.cell_48,TemperaturesCells.cell_54,TemperaturesCells.cell_55,TemperaturesCells.cell_56,TemperaturesCells.cell_57,TemperaturesCells.cell_50,TemperaturesCells.cell_51,TemperaturesCells.cell_52,TemperaturesCells.cell_53,TemperaturesCells.cell_58,TemperaturesCells.cell_59,Voltages.voltage_max,Voltages.voltage_bat,Voltages.voltage_oc,Voltages.voltage_min,Currents.current_max,Currents.current_min,Currents.current_bat,Temperatures.temp_min,Temperatures.temp_mean,Temperatures.temp_outlet,Temperatures.temp_max,Powers.power_loss,Powers.power_bat,Efficiencies.efficiency,TemperaturesCells.cells_0,TemperaturesCells.cells_1,TemperaturesCells.cells_2,TemperaturesCells.cells_3,TemperaturesCells.cells_4,TemperaturesCells.cells_5,TemperaturesCells.cells_6,TemperaturesCells.cells_7,TemperaturesCells.cells_8,TemperaturesCells.cells_9
155.0,44.6,70.4,70.4,70.4,70.4,70.4,70.4,70.4,70.4,70.4,70.4,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.3,70.3,70.4,70.4,70.3,70.2,70.4,70.4,70.4,70.4,70.4,70.4,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.4,69.7,70.5,70.4,70.5,70.4,70.4,70.4,70.4,70.4,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.3,70.3,69.7,70.5,70.5,70.4,70.4,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.4,70.4,70.4,70.4,70.5,70.4,70.4,70.4,70.4,70.5,70.5,70.6,70.6,70.6,69.6,69.7,70.3,70.4,70.5,70.5,1070.0,974.0,936.0,682.0,1090.0,-3270.0,201.0,74.5,70.1,46.3,77.4,35568.0,195.774,50.9947643979,70.36,70.43,70.44,70.45,70.45,70.45,70.45,70.45,70.45,70.44
156.0,44.6,70.4,70.5,70.4,70.4,70.4,70.4,70.4,70.4,70.4,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.3,70.4,70.4,70.4,70.3,70.3,70.4,70.4,70.4,70.4,70.4,70.4,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,69.7,70.5,70.5,70.5,70.4,70.4,70.4,70.4,70.4,70.5,70.5,70.5,70.5,70.5,70.6,70.5,70.5,70.5,70.5,70.6,70.6,70.3,70.3,69.7,70.5,70.5,70.4,70.4,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.4,70.4,70.4,70.4,70.5,70.5,70.5,70.4,70.4,70.5,70.5,70.6,70.6,70.6,69.6,69.7,70.3,70.4,70.6,70.5,1070.0,975.0,936.0,682.0,1170.0,-3270.0,251.5,74.5,70.1,47.4,77.4,36504.0,245.2125,51.0204081633,70.36,70.43,70.44,70.45,70.45,70.45,70.45,70.45,70.45,70.45
157.0,44.7,70.5,70.5,70.4,70.4,70.4,70.4,70.5,70.4,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.4,70.4,70.4,70.4,70.3,70.3,70.4,70.5,70.4,70.4,70.5,70.4,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,69.7,70.5,70.5,70.5,70.5,70.5,70.4,70.5,70.5,70.5,70.5,70.5,70.5,70.6,70.6,70.5,70.6,70.5,70.6,70.6,70.6,70.3,70.3,69.7,70.5,70.5,70.5,70.5,70.5,70.5,70.6,70.5,70.5,70.5,70.6,70.5,70.6,70.5,70.5,70.5,70.4,70.4,70.4,70.4,70.5,70.5,70.5,70.5,70.4,70.5,70.6,70.6,70.6,70.6,69.6,69.7,70.3,70.4,70.6,70.6,1070.0,977.0,936.0,682.0,1210.0,-3270.0,285.5,74.5,70.1,47.6,77.5,38376.0,278.9335,51.071615264,70.38,70.46,70.48,70.49,70.49,70.49,70.49,70.49,70.49,70.49
158.0,44.7,70.5,70.5,70.4,70.5,70.4,70.4,70.5,70.5,70.5,70.5,70.6,70.6,70.5,70.5,70.5,70.5,70.5,70.5,70.4,70.4,70.4,70.4,70.3,70.3,70.5,70.5,70.4,70.4,70.5,70.5,70.6,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,69.7,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.3,70.3,69.7,70.5,70.5,70.5,70.5,70.6,70.5,70.6,70.5,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.5,70.4,70.4,70.4,70.5,70.5,70.5,70.5,70.4,70.5,70.6,70.6,70.6,70.6,69.6,69.8,70.4,70.4,70.6,70.6,1070.0,977.0,937.0,682.0,1240.0,-3270.0,286.0,74.5,70.1,49.0,77.5,37480.0,279.422,51.0449320794,70.39,70.47,70.49,70.51,70.51,70.51,70.51,70.51,70.5,70.5
159.0,44.8,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.6,70.6,70.6,70.6,70.5,70.6,70.5,70.6,70.4,70.4,70.5,70.4,70.3,70.3,70.5,70.5,70.5,70.5,70.5,70.5,70.6,70.6,70.6,70.5,70.5,70.5,70.6,70.6,70.6,70.5,69.8,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.3,70.3,69.7,70.5,70.5,70.5,70.5,70.6,70.5,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.5,70.4,70.4,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.6,70.6,70.6,70.6,69.7,69.8,70.4,70.4,70.6,70.6,1070.0,972.0,937.0,682.0,1290.0,-3270.0,52.0,74.5,70.2,49.6,77.5,32795.0,50.544,50.9167103195,70.39,70.47,70.49,70.51,70.51,70.51,70.51,70.51,70.5,70.5
160.0,44.8,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.4,70.4,70.5,70.5,70.3,70.3,70.5,70.5,70.5,70.5,70.5,70.5,70.6,70.6,70.6,70.6,70.6,70.5,70.6,70.6,70.6,70.5,69.8,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.3,70.4,69.7,70.5,70.6,70.5,70.5,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.6,70.6,70.6,70.6,69.7,69.8,70.4,70.4,70.6,70.6,1070.0,973.0,937.0,682.0,1360.0,-3270.0,224.0,74.5,70.2,49.9,77.5,33732.0,217.952,50.942408377,70.42,70.5,70.52,70.53,70.53,70.53,70.53,70.52,70.51,70.5
161.0,44.8,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.4,70.4,70.5,70.5,70.4,70.3,70.5,70.5,70.5,70.5,70.5,70.5,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.5,69.8,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.4,70.4,69.7,70.6,70.6,70.5,70.5,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.5,70.5,70.5,70.5,70.6,70.5,70.5,70.5,70.5,70.6,70.6,70.6,70.7,70.6,69.7,69.8,70.4,70.4,70.6,70.6,1070.0,971.0,937.0,682.0,1410.0,-3270.0,59.0,74.5,70.2,50.1,77.6,31858.0,57.289,50.8909853249,70.44,70.52,70.53,70.54,70.54,70.54,70.53,70.52,70.51,70.5
162.0,44.9,70.5,70.6,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.4,70.5,70.5,70.5,70.4,70.4,70.5,70.5,70.5,70.5,70.5,70.5,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,69.8,70.6,70.6,70.6,70.5,70.5,70.5,70.5,70.5,70.6,70.6,70.6,70.6,70.6,70.7,70.6,70.6,70.6,70.6,70.6,70.6,70.4,70.4,69.7,70.6,70.6,70.5,70.5,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.5,70.5,70.5,70.5,70.6,70.6,70.5,70.5,70.5,70.6,70.6,70.7,70.7,70.7,69.7,69.8,70.4,70.5,70.7,70.6,1070.0,976.0,937.0,682.0,1430.0,-3270.0,293.0,74.6,70.2,50.0,77.6,36543.0,285.968,51.0193413487,70.45,70.53,70.54,70.55,70.55,70.55,70.55,70.55,70.55,70.55
163.0,44.9,70.5,70.6,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.5,70.5,70.5,70.5,70.4,70.4,70.5,70.5,70.5,70.5,70.5,70.5,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,69.8,70.6,70.6,70.6,70.6,70.6,70.5,70.6,70.6,70.6,70.6,70.6,70.6,70.7,70.7,70.6,70.6,70.6,70.6,70.7,70.7,70.4,70.4,69.7,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.5,70.5,70.5,70.5,70.6,70.6,70.6,70.5,70.5,70.6,70.7,70.7,70.7,70.7,69.7,69.8,70.4,70.5,70.7,70.6,1070.0,971.0,937.0,682.0,1490.0,-3270.0,63.5,74.6,70.2,50.1,77.6,31858.0,61.6585,50.8909853249,70.47,70.56,70.58,70.59,70.59,70.59,70.59,70.59,70.59,70.59
164.0,44.9,70.6,70.6,70.5,70.6,70.5,70.5,70.5,70.5,70.5,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.5,70.5,70.5,70.5,70.4,70.4,70.5,70.5,70.5,70.5,70.6,70.5,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,69.8,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.7,70.7,70.6,70.7,70.6,70.7,70.7,70.7,70.4,70.4,69.7,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.7,70.6,70.7,70.6,70.6,70.6,70.5,70.5,70.5,70.5,70.6,70.6,70.6,70.6,70.5,70.6,70.7,70.7,70.7,70.7,69.7,69.8,70.4,70.5,70.7,70.6,1070.0,971.0,937.0,682.0,1530.0,-3270.0,68.0,74.6,70.2,51.0,77.6,31858.0,66.028,50.8909853249,70.47,70.56,70.58,70.6,70.6,70.6,70.6,70.6,70.6,70.6
165.0,44.9,70.6,70.6,70.5,70.6,70.5,70.5,70.5,70.6,70.5,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.5,70.5,70.5,70.5,70.4,70.4,70.5,70.5,70.5,70.5,70.6,70.5,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,69.8,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.7,70.7,70.6,70.7,70.7,70.7,70.7,70.7,70.4,70.4,69.7,70.6,70.6,70.6,70.6,70.6,70.6,70.7,70.6,70.7,70.6,70.7,70.6,70.7,70.7,70.7,70.7,70.5,70.5,70.5,70.5,70.6,70.6,70.6,70.6,70.5,70.6,70.7,70.7,70.7,70.7,69.7,69.8,70.4,70.5,70.7,70.7,1070.0,972.0,937.0,682.0,1570.0,-3270.0,215.0,74.6,70.2,49.4,77.6,32795.0,208.98,50.9167103195,70.47,70.56,70.58,70.6,70.6,70.6,70.6,70.6,70.6,70.6
166.0,45.0,70.6,70.6,70.6,70.6,70.5,70.6,70.6,70.6,70.6,70.6,70.6,70.7,70.6,70.6,70.6,70.6,70.6,70.6,70.5,70.5,70.5,70.5,70.4,70.4,70.6,70.6,70.5,70.5,70.6,70.5,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,69.8,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.4,70.4,69.7,70.6,70.6,70.6,70.6,70.6,70.6,70.7,70.6,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.6,70.5,70.5,70.5,70.6,70.6,70.6,70.6,70.5,70.6,70.7,70.7,70.7,70.7,69.7,69.8,70.5,70.5,70.7,70.7,1070.0,971.0,937.0,682.0,1610.0,-3270.0,67.5,74.6,70.2,48.4,77.7,31858.0,65.5425,50.8909853249,70.47,70.56,70.58,70.6,70.6,70.6,70.6,70.6,70.6,70.6
167.0,45.0,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.7,70.7,70.7,70.7,70.6,70.7,70.6,70.7,70.5,70.5,70.6,70.6,70.4,70.4,70.6,70.6,70.6,70.6,70.6,70.6,70.7,70.7,70.7,70.7,70.7,70.6,70.6,70.6,70.6,70.6,69.8,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.4,70.4,69.7,70.6,70.6,70.6,70.6,70.7,70.6,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.7,70.7,70.7,70.7,69.7,69.8,70.5,70.5,70.7,70.7,1070.0,978.0,937.0,682.0,1630.0,-3270.0,373.5,74.6,70.3,49.6,77.7,38417.0,365.283,51.0704960836,70.48,70.57,70.59,70.61,70.61,70.61,70.61,70.61,70.6,70.6
168.0,45.0,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.5,70.5,70.6,70.6,70.4,70.4,70.6,70.6,70.6,70.6,70.6,70.6,70.7,70.7,70.7,70.7,70.7,70.6,70.7,70.7,70.7,70.6,69.8,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.4,70.5,69.7,70.6,70.6,70.6,70.6,70.7,70.6,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.7,70.7,70.7,70.7,69.7,69.8,70.5,70.5,70.7,70.7,1070.0,970.0,937.0,682.0,1680.0,-3270.0,67.0,74.6,70.3,49.2,77.7,30921.0,64.99,50.8652333508,70.49,70.58,70.6,70.61,70.61,70.61,70.61,70.61,70.6,70.6
169.0,45.1,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.5,70.5,70.6,70.6,70.5,70.4,70.6,70.6,70.6,70.6,70.6,70.6,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.6,69.8,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.4,70.5,69.8,70.7,70.7,70.6,70.6,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.6,70.6,70.6,70.6,70.7,70.6,70.6,70.6,70.6,70.7,70.7,70.7,70.8,70.7,69.7,69.8,70.5,70.6,70.7,70.7,1070.0,976.0,937.0,682.0,1690.0,-3270.0,309.5,74.6,70.3,50.3,77.7,36543.0,302.072,51.0193413487,70.53,70.61,70.63,70.64,70.64,70.64,70.63,70.62,70.61,70.6
170.0,45.1,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.5,70.6,70.6,70.6,70.5,70.4,70.6,70.6,70.6,70.6,70.6,70.6,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.6,69.8,70.7,70.6,70.7,70.6,70.6,70.6,70.7,70.6,70.7,70.6,70.7,70.7,70.7,70.8,70.7,70.7,70.7,70.7,70.7,70.7,70.5,70.5,69.8,70.7,70.7,70.6,70.6,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.6,70.6,70.6,70.6,70.7,70.6,70.6,70.6,70.6,70.7,70.7,70.8,70.8,70.8,69.7,69.8,70.5,70.6,70.8,70.7,1070.0,970.0,937.0,682.0,1720.0,-3270.0,67.5,74.6,70.3,50.6,77.8,30921.0,65.475,50.8652333508,70.55,70.63,70.64,70.65,70.66,70.66,70.66,70.65,70.65,70.64
171.0,45.2,70.6,70.7,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.6,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.5,70.6,70.6,70.6,70.5,70.5,70.6,70.6,70.6,70.6,70.6,70.6,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.6,69.8,70.7,70.6,70.7,70.6,70.7,70.6,70.7,70.7,70.7,70.6,70.7,70.7,70.7,70.8,70.7,70.7,70.7,70.7,70.8,70.8,70.5,70.5,69.8,70.7,70.7,70.6,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.6,70.6,70.6,70.6,70.7,70.6,70.6,70.6,70.6,70.7,70.8,70.8,70.8,70.8,69.7,69.8,70.5,70.6,70.8,70.7,1070.0,973.0,937.0,682.0,1760.0,-3270.0,267.5,74.6,70.3,50.5,77.8,33732.0,260.2775,50.942408377,70.56,70.64,70.66,70.67,70.68,70.68,70.68,70.67,70.67,70.66
172.0,45.2,70.7,70.7,70.6,70.7,70.6,70.6,70.6,70.6,70.6,70.6,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.6,70.6,70.6,70.6,70.5,70.5,70.6,70.6,70.6,70.6,70.6,70.6,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.6,69.8,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.8,70.7,70.7,70.7,70.7,70.8,70.8,70.5,70.5,69.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.6,70.6,70.6,70.6,70.7,70.7,70.6,70.6,70.6,70.7,70.8,70.8,70.8,70.8,69.7,69.8,70.5,70.6,70.8,70.7,1070.0,973.0,937.0,682.0,1800.0,-3270.0,279.0,74.6,70.3,50.6,77.8,33732.0,271.467,50.942408377,70.56,70.66,70.68,70.7,70.7,70.7,70.7,70.7,70.7,70.7
173.0,45.2,70.7,70.7,70.6,70.7,70.6,70.6,70.6,70.6,70.6,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.6,70.6,70.6,70.6,70.5,70.5,70.6,70.6,70.6,70.6,70.6,70.6,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,69.8,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.8,70.8,70.7,70.8,70.8,70.8,70.8,70.8,70.5,70.5,69.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.8,70.7,70.8,70.7,70.8,70.7,70.6,70.6,70.6,70.6,70.7,70.7,70.7,70.7,70.6,70.7,70.8,70.8,70.8,70.8,69.7,69.8,70.5,70.6,70.8,70.8,1070.0,970.0,937.0,682.0,1810.0,-3270.0,68.0,74.6,70.3,50.5,77.8,30921.0,65.96,50.8652333508,70.56,70.66,70.68,70.7,70.7,70.7,70.7,70.7,70.7,70.7
174.0,45.3,70.7,70.7,70.7,70.7,70.6,70.7,70.6,70.7,70.6,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.6,70.6,70.6,70.6,70.5,70.5,70.7,70.6,70.6,70.6,70.6,70.6,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,69.8,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.8,70.8,70.8,70.7,70.8,70.8,70.8,70.8,70.8,70.5,70.5,69.8,70.7,70.7,70.7,70.7,70.7,70.7,70.8,70.7,70.8,70.7,70.8,70.7,70.8,70.8,70.8,70.8,70.7,70.7,70.6,70.6,70.7,70.7,70.7,70.7,70.6,70.7,70.8,70.8,70.8,70.8,69.7,69.8,70.5,70.6,70.8,70.8,1070.0,979.0,937.0,682.0,1810.0,-3270.0,402.0,74.6,70.3,50.2,77.8,39354.0,393.558,51.0960334029,70.57,70.66,70.68,70.7,70.7,70.7,70.7,70.7,70.7,70.7
175.0,45.3,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.7,70.6,70.6,70.7,70.7,70.5,70.5,70.7,70.7,70.7,70.7,70.7,70.7,70.8,70.7,70.8,70.8,70.8,70.7,70.7,70.7,70.7,70.7,69.8,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.5,70.5,69.8,70.7,70.7,70.7,70.7,70.7,70.7,70.8,70.7,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.6,70.7,70.8,70.8,70.8,70.8,69.7,69.8,70.6,70.6,70.8,70.8,1070.0,971.0,937.0,682.0,1810.0,-3270.0,77.5,74.6,70.3,49.9,77.9,31858.0,75.2525,50.8909853249,70.57,70.66,70.68,70.7,70.7,70.7,70.7,70.7,70.7,70.7
176.0,45.4,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.6,70.6,70.7,70.7,70.6,70.5,70.7,70.7,70.7,70.7,70.7,70.7,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.7,69.8,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.5,70.6,69.8,70.8,70.8,70.7,70.7,70.8,70.7,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.8,70.8,70.9,70.8,69.7,69.8,70.6,70.7,70.8,70.8,1070.0,984.0,938.0,682.0,1810.0,-3270.0,540.0,74.6,70.4,49.7,77.9,43148.0,531.36,51.1966701353,70.61,70.7,70.72,70.73,70.73,70.73,70.72,70.71,70.7,70.7
177.0,45.5,70.8,70.8,70.7,70.8,70.7,70.7,70.7,70.7,70.7,70.7,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.7,70.7,70.7,70.7,70.6,70.6,70.7,70.7,70.7,70.7,70.7,70.7,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,69.9,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.9,70.9,70.8,70.9,70.9,70.9,70.9,70.9,70.6,70.6,69.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.9,70.8,70.9,70.8,70.9,70.8,70.7,70.7,70.7,70.7,70.8,70.8,70.7,70.7,70.7,70.8,70.9,70.9,70.9,70.9,69.8,69.9,70.6,70.7,70.9,70.9,1070.0,984.0,938.0,682.0,1810.0,-3270.0,530.0,74.6,70.4,49.6,77.9,43148.0,521.52,51.1966701353,70.66,70.76,70.78,70.8,70.8,70.8,70.8,70.8,70.8,70.8
178.0,45.6,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.7,70.7,70.8,70.8,70.6,70.6,70.8,70.8,70.8,70.8,70.8,70.8,70.9,70.9,70.9,70.9,70.9,70.8,70.8,70.8,70.9,70.8,69.9,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.6,70.6,69.8,70.8,70.8,70.8,70.8,70.8,70.8,70.9,70.8,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.7,70.8,70.9,70.9,70.9,70.9,69.8,69.9,70.7,70.7,70.9,70.9,1070.0,,938.0,682.0,1810.0,-3270.0,540.0,74.7,70.4,49.4,78.0,,,,70.66,70.76,70.78,70.8,70.8,70.8,70.8,70.8,70.8,70.8
